leaid,district_name,fips_state,state_code,fiscal_year,total_revenue_000s,federal_revenue_000s,state_revenue_000s,local_revenue_000s,total_expenditure_000s,current_exp_elem_secondary_000s,instruction_expenditure_000s,support_services_expenditure_000s,capital_outlay_000s,total_salaries_000s,instruction_salaries_000s,total_benefits_000s
0622890,LOS NIETOS SCHOOL DISTRICT,6,5,24,34125,4141,18308,11676,33080,29512,17640,10247,2269,1251,16981,0
0627690,NORWALK LA MIRADA UNIF SCH DIST,6,5,24,380228,38565,238930,102733,409862,312121,176731,120091,75577,15052,168152,0
0616325,HACIENDA LA PUENTE UNIFIED SCHOOL DIST,6,5,24,438822,45606,294103,99113,400118,312227,181712,114890,49162,15767,173854,0
0634860,SAN MARINO UNI SCH DIST,6,5,24,64173,1870,20496,41807,55376,50017,30359,18155,1776,2933,29399,0
0635970,SAUGUS UNION SCHOOL DISTRICT,6,5,24,168417,4801,88190,75426,187162,137196,87864,46380,31306,9192,83380,0
0640650,VALLE LINDO ELEM SCH DIST,6,5,24,18560,1274,13864,3422,18199,17720,11256,5404,152,875,10770,0
0641280,WALNUT VALLEY UNIF SCH DIST,6,5,24,267692,10775,164334,92583,277349,221770,130745,83273,38268,13815,124927,0
0642810,WILSONA SCHOOL DISTRICT,6,5,24,29211,4167,19909,5135,28030,25986,14359,10107,1139,1257,13716,0
0601377,PARTNERS IN NUTRITION,6,5,24,13015,0,0,13015,13490,13483,0,229,7,0,0,0
0601620,ABC UNIF SCHOOL DIST,6,5,24,402907,36413,266864,99630,427616,346071,211502,123124,60075,18081,202985,0
0608520,CHOWCHILLA ELEMENTARY SCHOOL DISTRICT,6,5,24,50449,5495,36171,8783,47771,40560,23756,14570,4805,2171,22772,0
0604080,BASS LAKE JOINT UNION ELEMENTARY SCHOOL DISTRICT,6,5,24,17881,3023,6459,8399,17516,16343,9158,6638,776,814,8810,0
0631920,RAYMOND KNOWLES UNION ELEM SCHOOL DIST,6,5,24,1872,199,948,725,1452,1404,630,710,29,82,609,0
0619380,KENTFIELD ELEM SCH DIST,6,5,24,24945,395,2721,21829,24287,22075,14470,7249,375,1055,13802,0
0620520,LAGUNITAS ELEM SCH DIST,6,5,24,5163,163,826,4174,4943,4747,2402,2132,4,162,2320,0
0620910,LARKSPUR-CORTE MADERA SCHOOL DISTRICT,6,5,24,31764,1081,3677,27006,27333,25513,17153,8060,414,1178,16482,0
0638790,TAMALPAIS UNION HIGH SCHOOL DIST,6,5,24,135938,1932,11979,122027,129350,112079,65432,44867,12010,4730,62585,0
0636670,SHORELINE UNIFIED SCH DIST,6,5,24,23049,2842,4082,16125,22130,18599,10406,7330,2070,476,9933,0
0623550,MANCHESTER UNION ELEM SCH DIST,6,5,24,1413,344,244,825,1236,1236,701,497,0,27,685,0
0640300,UKIAH UNIFIED SCH DIST,6,5,24,137302,13700,81420,42182,152490,116023,69582,41119,25899,5814,66857,0
0603750,BALLICO CRESSEY ELEM SCH DIST,6,5,24,12974,1019,8609,3346,10174,6340,3914,2068,3286,362,3783,0
0612150,EL NIDO SCH DIST,6,5,24,5015,572,2816,1627,4164,3686,2003,1484,308,152,1941,0
0617220,HILMAR UNIFIED SCH DIST,6,5,24,43025,2978,28576,11471,50474,38585,23270,13804,10166,2297,22180,0
0621270,LE GRAND UNION HIGH SCHOOL DIST,6,5,24,14269,1793,9086,3390,17235,13014,6794,5726,3676,495,6527,0
0624360,MCSWAIN UNION ELEM SCH DIST,6,5,24,17976,912,10587,6477,15929,13179,7555,4936,2575,939,7167,0
0624660,MERCED UNION HIGH SCHOOL DIST,6,5,24,258427,31029,177644,49754,250406,203773,113076,82396,33569,11120,108073,0
0630840,PLANADA ELEM SCH DIST,6,5,24,27830,4343,18692,4795,27770,20139,11310,7642,7112,870,10898,0
0641880,WEAVER UNION SCH DIST,6,5,24,64168,11645,44434,8089,61076,55167,33825,18481,3179,3032,32327,0
0624630,MERCED RIVER UNION ELEM SCH DIST,6,5,24,6261,502,4456,1303,5722,4793,2953,1422,843,281,2871,0
0639940,TULELAKE BASIN JT. UNIF. SCH. DIST.,6,5,24,10223,1448,6457,2318,9130,8514,5398,2710,560,429,5222,0
0625190,MODOC JT UNIFIED SCHOOL DIST,6,5,24,18483,3097,10118,5268,16377,14083,8705,4686,1777,810,8391,0
0601950,ALISAL UNION SCHOOL DISTRICT,6,5,24,198128,23992,133749,40387,206872,170649,105185,55621,23760,7339,102031,0
0607530,CARMEL UNIFIED SCH DIST,6,5,24,92743,1679,10634,80430,88378,80157,45250,33138,5018,2159,43065,0
0608580,CHUALAR ELEM SCH DIST,6,5,24,7122,786,5211,1125,6254,5816,2840,2651,18,262,2719,0
0616080,GREENFIELD UNION ELEM SCH DIST,6,5,24,79771,9470,55885,14416,83052,66673,37303,25081,10225,3332,35965,0
0620490,LAGUNITA ELEM SCH DIST,6,5,24,1283,43,892,348,1491,1086,578,508,405,61,548,0
0625530,MONTEREY PENINSULA UNIF SCH DIST,6,5,24,221670,21497,94871,105302,260157,191566,100306,84425,54740,9252,96079,0
0633980,SALINAS UNION HIGH SCHOOL DIST,6,5,24,368235,31487,245192,91556,372017,319463,175621,134857,31050,16225,168047,0
0634080,SAN ARDO UNION ELEM SCH DIST,6,5,24,3152,681,1337,1134,2863,2612,1368,1001,147,86,1323,0
0634770,SAN LUCAS UNION ELEM SCH DIST,6,5,24,2354,327,1108,919,2680,2200,1174,924,202,78,1137,0
0607020,CALISTOGA JT UNI SCH DIST,6,5,24,30799,1089,5036,24674,33222,25155,15529,8690,6151,790,14834,0
0637830,ST HELENA UNIF SCH DIST,6,5,24,53894,2769,5106,46019,53356,44407,27912,15557,7823,1103,26568,0
0608340,CHICAGO PARK ELEM SCH DIST,6,5,24,8374,102,3623,4649,4183,2681,1528,1092,1445,156,1470,0
0626880,NEVADA JT UNION HIGH SCHOOL DIST,6,5,24,59826,3030,14177,42619,52611,47387,24981,20962,2711,2544,23779,0
0601379,NEVADA COUNTY SCHOOL BUS AGENCY,6,5,24,10,0,0,10,15,15,0,15,0,0,0,0
0602610,ANAHEIM ELEM SCH DIST,6,5,24,385497,21497,199636,164364,373040,320411,187634,132777,25807,14261,179332,0
0614760,FULLERTON JT UNION HIGH SCHOOL DIST,6,5,24,280941,20429,117905,142607,269168,225811,130965,90171,28170,12826,125211,0
0618030,HUNTINGTON BCH CITY ELEM SCHOOL DIST,6,5,24,98832,3027,20379,75426,117964,79744,50012,27324,31700,4628,47459,0
0618060,HUNTINGTON BEACH UHS DIST,6,5,24,362589,34158,127208,201223,338906,260397,154071,100417,32839,14104,146548,0
0623430,MAGNOLIA ELEM SCH DIST,6,5,24,134414,14976,83282,36156,133531,106683,68265,32284,20742,4920,65407,0
0628140,OCEAN VIEW ELEM SCH DIST,6,5,24,138468,10488,48478,79502,158900,121870,76920,40850,29550,6868,73363,0
0630660,PLACENTIA-YORBA LINDA UNIFIED,6,5,24,461608,29590,199861,232157,434295,386472,245163,127407,18672,22705,234462,0
0684500,IRVINE UNIFIED SCHOOL DIST,6,5,24,763163,29767,239008,494388,752722,647582,362258,268647,69681,37731,343076,0
0642140,WESTERN PLACER UNIFIED SCHOOL DIST,6,5,24,228002,5504,117152,105346,147357,122107,75272,41552,12209,7913,71994,0
0627120,NEWCASTLE ELEM SCH DIST,6,5,24,9012,473,6198,2341,8875,7996,4144,3483,323,501,3943,0
0600013,ROCKLIN UNIF SCHOOL DISTRICT,6,5,24,228753,7418,104017,117318,201099,178934,115946,57775,7962,11606,110268,0
0633600,ROSEVILLE CITY ELEM SCHOOL DIST,6,5,24,229932,12097,114012,103823,193847,182829,114562,58406,7566,12004,108407,0
0602430,ALVORD UNIF SCH DIST,6,5,24,405080,29811,268326,106943,397774,344479,213088,118322,38224,16663,203433,0
0611100,DESERT CTR UNIF SCH DIST,6,5,24,2674,262,291,2121,2912,2607,846,1688,305,25,824,0
0600029,MURRIETA VALLEY UNIF SCH DIST,6,5,24,440345,30801,251361,158183,414879,359593,225135,119949,28831,22317,214397,0
0629640,PALO VERDE UNIF SCH DIST,6,5,24,70068,12737,39193,18138,60236,55297,30578,22402,2870,2706,29414,0
0633150,RIVERSIDE UNIFIED SCHOOL DIST,6,5,24,896035,85062,552634,258339,809356,714411,435626,245978,74003,38855,416292,0
0634440,SAN JACINTO UNIFIED SCH DIST,6,5,24,250847,31120,168512,51215,251051,216143,133926,70805,30729,10401,128570,0
0603060,ARCOHE UNION ELEM SCH DIST,6,5,24,8974,993,5173,2808,8650,8377,5309,2778,272,501,5102,0
0613890,FOLSOM-CORDOVA UNIF SCH DIST,6,5,24,446662,18754,245002,182906,450069,336950,196135,124861,84293,20977,187542,0
0601332,TWIN RIVERS UNIFIED SCHOOL DISTRICT,6,5,24,681030,90999,444610,145421,700212,506070,297180,182783,174177,24386,286008,0
0600036,NATOMAS UNIFIED SCHOOL DIST,6,5,24,331633,17588,230566,83479,280563,239733,146217,84751,25194,14950,139830,0
0634620,SAN JUAN UNIF SCH DIST,6,5,24,908329,106067,504069,298193,866226,668685,392794,252934,153472,38488,375977,0
0633110,RIVER DELTA UNIFIED SCHOOL DIST,6,5,24,46456,6094,18828,21534,53724,36869,19638,15696,16025,1753,18880,0
0618810,JEFFERSON ELEM SCH DIST,6,5,24,243,31,57,155,298,260,159,101,32,4,153,0
0629770,PANOCHE ELEM SCH DIST,6,5,24,387,28,130,229,321,279,167,112,0,10,162,0
0637650,SOUTHSIDE ELEM SCH DIST,6,5,24,3888,208,1985,1695,3223,2714,1762,788,206,236,1689,0
0642630,WILLOW GROVE ELEM SCH DIST,6,5,24,627,33,132,462,674,589,361,228,71,23,347,0
0604020,BARSTOW UNIFIED SCH DIST,6,5,24,142415,31886,94470,16059,120182,104251,59605,40002,10922,6318,56749,0
0608160,CHAFFEY UNION HIGH SCHOOL DIST,6,5,24,503408,35008,274208,194192,498889,420302,256324,150870,41516,22628,244896,0
0609390,COLTON JOINT UNIFIED SCHOOL DISTRICT,6,5,24,478211,74966,305652,97593,437498,405348,231648,157052,21638,18912,221640,0
0616860,HELENDALE ELEM SCH DIST,6,5,24,23220,2021,16347,4852,19438,17326,10691,6159,1046,1134,10128,0
0625860,MORONGO UNIFIED SCH DIST,6,5,24,172124,29231,118449,24444,161397,147250,75941,62083,12678,7359,71551,0
0626220,MT VIEW ELEMENTARY SCH DIST,6,5,24,56529,3682,32140,20707,71944,48124,29613,16211,21204,3156,28210,0
0632070,REDLANDS UNIF SCH DIST,6,5,24,405550,37564,256427,111559,382746,361066,210060,138376,13624,19673,199393,0
0634170,SAN BERNARDINO CITY UNIF SCHOOL DIST,6,5,24,1325603,267051,900047,158505,1267969,1067194,625712,401220,153447,44712,601297,0
0606810,CAJON VALLEY UNION SCHOOL DISTRICT,6,5,24,398288,57522,233395,107371,366097,329979,199291,118456,27944,16782,191291,0
0607470,CARDIFF ELEM SCH DIST,6,5,24,18247,626,1973,15648,16138,13473,8513,4070,261,649,8096,0
0612750,ENCINITAS UNION ELEM SCH DIST,6,5,24,93017,3303,13668,76046,88698,81649,52842,26136,3405,4444,49802,0
0612880,ESCONDIDO UNION ELEM SCH DIST,6,5,24,349727,44934,196202,108591,323019,287109,178611,95897,29051,14173,170596,0
0613530,FALLBROOK UNION HIGH SCHOOL DIST,6,5,24,51511,6458,23966,21087,65574,44537,25915,16865,18721,2064,24881,0
0618730,JAMUL-DULZURA UNION SCHOOL DIST,6,5,24,14702,1336,6469,6897,14300,13083,6653,5895,132,801,6410,0
0619140,JULIAN UNION ELEM SCH DIST,6,5,24,9043,971,4065,4007,6923,6607,3977,2259,314,269,3885,0
0620790,LAKESIDE UNION ELEMENTARY SCHOOL DISTRICT,6,5,24,96604,7272,55959,33373,97941,81570,53586,24918,12078,4842,51359,0
0626670,NATIONAL ELEM SCH DIST,6,5,24,118823,14824,77036,26963,120253,112476,67199,40442,5724,4569,64854,0
0631740,RANCHO SANTA FE ELEM SCH DIST,6,5,24,19597,429,1373,17795,17034,15256,9909,5269,452,543,9453,0
0634380,SAN DIEGUITO UNION HIGH SCHOOL DIST,6,5,24,241087,6640,34963,199484,249382,194364,111562,78702,37310,12364,105959,0
0637380,SOUTH BAY UNION SCHOOL DISTRICT,6,5,24,137339,13231,87351,36757,131277,124111,77297,41893,4775,5595,74202,0
0600042,WARNER UNIFIED SCHOOL DISTRICT,6,5,24,8277,1592,4192,2493,6327,5773,3592,1899,554,199,3453,0
0621810,LINDEN UNIFIED SCH DIST,6,5,24,48824,4812,30184,13828,45323,43166,22269,19296,1465,2275,21368,0
0638010,STOCKTON CITY UNIFIED SCH DIST,6,5,24,932848,142105,619276,171467,846905,786497,442342,311707,34182,34544,427996,0
0631020,PLEASANT VAL JT UNION SCH DIST,6,5,24,1489,127,285,1077,1415,1188,626,554,8,50,603,0
0634800,SAN LUIS COASTAL UNIF SCH DIST,6,5,24,168469,8790,24917,134762,190102,150879,84922,59229,26632,7577,81426,0
0604200,BAYSHORE ELEM SCH DIST,6,5,24,9449,629,5467,3353,7723,6932,3975,2367,125,337,3781,0
0606480,BURLINGAME ELEM SCH DIST,6,5,24,72568,2244,9568,60756,77410,52106,33503,16813,18812,3320,32445,0
0643140,WOODSIDE ELEM SCHOOL DISTRICT,6,5,24,19192,236,1753,17203,15830,14281,8736,5449,159,367,8270,0
0617190,HILLSBOROUGH CITY SCHOOL DIST,6,5,24,48894,437,3999,44458,46473,39099,26839,11639,3645,1263,25442,0
0618930,JEFFERSON UNION HIGH SCHOOL DISTRICT,6,5,24,131620,4198,14764,112658,148502,88133,43879,39793,45591,3706,42189,0
0624570,MENLO PARK CY ELEMENTARY SCHOOL DISTRICT,6,5,24,81201,1095,8974,71132,81311,76358,49116,24294,2221,2730,46677,0
0631470,PORTOLA VAL ELEMENTARY SCHOOL DISTRICT,6,5,24,23872,217,1862,21793,30208,18502,11315,7054,9775,504,10755,0
0631860,RAVENSWOOD CITY ELEMENTARY SCHOOL DISTRICT,6,5,24,77966,5750,11872,60344,87666,56254,30070,23128,26000,1416,29041,0
0634230,SAN BRUNO PARK ELEMENTARY SCHOOL DISTRICT,6,5,24,53654,2862,9186,41606,48959,41375,20532,19367,1990,1950,19785,0
0634980,SAN MATEO HIGH SCHOOL DISTRICT,6,5,24,330558,10117,32936,287505,342205,234921,128730,98823,73661,8841,123015,0
0636390,SEQUOIA UNION HIGH SCHOOL DISTRICT,6,5,24,336379,9307,34798,292274,281208,241646,134488,103456,19415,8840,128310,0
0609330,COLLEGE ELEM SCH DIST,6,5,24,10869,343,2263,8263,9636,8382,5703,2461,0,358,5470,0
0615510,GOLETA UNION SCH DIST,6,5,24,84507,3502,16069,64936,90164,74353,47081,24697,13061,3408,44809,0
0616260,GUADALUPE JT ELEM SCH DIST,6,5,24,37287,3117,27527,6643,34771,27684,14943,11117,6359,1306,14263,0
0622920,LOS OLIVOS ELEM SCH DIST,6,5,24,3512,63,616,2833,2990,2461,1302,1076,121,151,1229,0
0601404,SANTA BARBARA COUNTY SELPA JPA,6,5,24,61565,19597,41211,757,62178,4603,0,4603,7,0,0,0
0607140,CAMBRIAN SCHOOL DISTRICT,6,5,24,59319,2240,20555,36524,86248,52421,33471,17303,28642,3014,31947,0
0611820,EASTSIDE UNION HIGH SCHOOL DIST,6,5,24,548035,33365,234375,280295,505558,371235,210997,150708,77283,20471,201236,0
0620700,LAKESIDE JT SCHOOL DISTRICT,6,5,24,3004,47,328,2629,3049,2500,1508,952,95,77,1446,0
0624500,MILPITAS UNIFIED SCH DIST,6,5,24,210043,8380,80108,121555,251629,170387,108585,55551,63803,10199,103231,0
0626310,MT VW-LOS ALTOS UNI HIGH SCHOOL DIST,6,5,24,188911,2650,20681,165580,210842,149323,94103,52975,44607,4406,90162,0
0628680,ORCHARD ELEMENTARY SCH DIST,6,5,24,24613,867,3035,20711,24133,17273,11441,5244,1741,760,10805,0
0629610,PALO ALTO UNIFIED SCHOOL D,6,5,24,405896,7717,46070,352109,442561,322122,207300,109432,94862,10271,198257,0
0640320,UNION ELEM SCH DIST,6,5,24,111123,2742,34600,73781,109548,92448,54451,32962,4154,5371,51911,0
0601381,EAST VALLEY SCHOOL TRANSPORTATION JPA,6,5,24,2466,0,0,2466,2482,2482,0,2482,0,0,0,0
0601389,WEST VALLEY TRANSPORTATION AGENCY JPA,6,5,24,2674,0,0,2674,2675,2675,0,2675,0,0,0,0
0621990,LIVE OAK ELEM SCH DIST,6,5,24,39128,3640,20049,15439,36265,33742,18166,13631,481,1675,17412,0
0629340,PACIFIC ELEM SCH DIST,6,5,24,4438,231,2175,2032,3249,2438,1373,727,609,167,1315,0
0600043,SCOTTS VALLEY UNIFIED SCHOOL DISTRICT,6,5,24,40974,1282,12787,26905,35715,33475,19538,13236,938,2107,18732,0
0602700,ANDERSON UNION HIGH SCHOOL DIST,6,5,24,34433,4212,16499,13722,29519,26542,13892,11625,1155,1643,13261,0
0607680,CASCADE UNION ELEM SCH DIST,6,5,24,27153,3607,15922,7624,32124,24956,13515,9829,6606,1094,12977,0
0609450,COLUMBIA ELEM SCH DIST,6,5,24,17768,1010,11201,5557,17550,15684,7911,6617,1272,782,7600,0
0618160,IGO-ONO-PLANTINA UNION ELEM SCHOOL DIST,6,5,24,1578,255,564,759,1166,1126,610,442,10,29,602,0
0629280,PACHECO UNION ELEM SCH DIST,6,5,24,13239,1093,5713,6433,15711,11354,6927,4232,3966,720,6667,0
0642420,WHITMORE UNION ELEM SCH DIST,6,5,24,1495,315,735,445,1329,1171,647,458,157,63,638,0
0627870,OAK RUN ELEM SCHOOL DIST,6,5,24,1596,142,1047,407,1027,1001,454,477,20,41,440,0
0604980,BIG SPRINGS ELEM SCH DIST,6,5,24,3623,348,2250,1025,3004,2720,1525,939,267,120,1479,0
0611700,DUNSMUIR JT HIGH SCH DIST,6,5,24,3202,164,1306,1732,3365,2418,1256,1092,772,65,1217,0
0614970,GAZELLE UNION ELEM SCH DIST,6,5,24,1070,93,729,248,784,736,326,333,21,35,315,0
0617620,HORNBROOK ELEM SCH DIST,6,5,24,2194,271,1175,748,1729,1651,753,813,53,38,736,0
0621960,LITTLE SHASTA ELEM SCH DIST,6,5,24,451,50,283,118,472,465,267,176,0,19,258,0
0636940,SISKIYOU UNION HIGH SCHOOL DIST,6,5,24,10848,305,4859,5684,15897,11435,6018,5116,4217,515,5836,0
0641980,WEED UNION ELEM SCH DIST,6,5,24,8662,777,4620,3265,20122,6945,3595,2921,12959,288,3449,0
0643410,YREKA UNION HIGH SCH DIST,6,5,24,15481,1532,7996,5953,15144,13690,7893,5280,609,692,7531,0
0611280,DIXON UNIFIED SCH DIST,6,5,24,59986,5317,32377,22292,54113,45052,25823,17577,6114,3037,24835,0
0613360,FAIRFIELD-SUISUN JT UNIFIED SCH DIST,6,5,24,441219,40971,289150,111098,396386,320580,180558,127645,60063,20413,172356,0
0640740,VALLEJO CITY UNIF SCH DIST,6,5,24,262092,30805,160030,71257,280085,234744,145524,80966,36743,9856,141651,0
0602670,WEST SONOMA COUNTY UNION HIGH SCHOOL DISTRICT,6,5,24,40381,1585,9806,28990,39080,32307,18872,12552,3644,1568,18163,0
0609940,COTATI-ROHNERT PK UNIF SCH DIS,6,5,24,118108,5800,48671,63637,116599,105521,61620,40831,4522,6155,59274,0
0614010,FORESTVILLE ELEM SCH DIST,6,5,24,8183,740,1345,6098,8293,6180,3833,2115,1534,222,3715,0
0616320,GUERNEVILLE ELEM SCH DIST,6,5,24,7809,273,3850,3686,7381,6454,3676,2540,128,209,3578,0
0625650,MONTGOMERY ELEM SCH DIST,6,5,24,1023,76,121,826,966,945,610,335,20,22,597,0
0627840,OAK GROVE UNION ELEM SCH DIST,6,5,24,16790,460,10835,5495,16583,15184,9068,5411,593,819,8736,0
0633510,ROSELAND SCHOOL DISTRICT,6,5,24,59142,4395,26220,28527,58207,55806,31612,21949,1838,1480,30333,0
0640260,TWO ROCK UNION SCHOOL DISTRICT,6,5,24,2958,655,1540,763,2887,2443,1260,1042,265,126,1212,0
0641790,WAUGH ELEM SCH DIST,6,5,24,12712,304,6954,5454,13645,11700,7457,3856,648,791,7129,0
0601383,WEST COUNTY TRANSPORTATION JPA,6,5,24,23527,0,0,23527,23730,19931,0,19931,3413,0,0,0
0617160,HICKMAN ELEMENTARY SCHOOL DISTRICT,6,5,24,15393,572,13108,1713,13850,13117,8791,3932,709,1048,8383,0
0619620,KEYES UNION ELEM SCH DIST,6,5,24,26382,3653,16511,6218,24109,20451,13234,6655,3131,1056,12767,0
0633900,SALIDA UNION ELEMENTARY SCHOOL DISTRICT,6,5,24,49957,5280,34514,10163,49479,43506,26967,14548,2278,2110,25511,0
0636660,SHILOH ELEMENTARY SCHOOL DISTRICT,6,5,24,5120,106,4222,792,4893,3006,2146,856,1871,178,2077,0
0638670,SYLVAN UNION ELEMENTARY SCHOOL DISTRICT,6,5,24,148406,11705,105145,31556,135772,132006,86037,40047,2317,8013,82110,0
0640800,VALLEY HOME ELEM SCH DIST,6,5,24,3459,255,1599,1605,3284,2859,1748,1097,327,186,1686,0
0616650,HART RANSOM UNION ELEMENTARY SCHOOL DISTRICT,6,5,24,20521,1416,15471,3634,15868,14720,10513,3866,895,1185,10216,0
0627200,NEWMAN-CROWS LANDING UNIFIED SCHOOL DISTRICT,6,5,24,67762,6038,44213,17511,74596,62983,34719,25105,8731,3161,33331,0
0611780,EAST NICOLAUS JT UHS DIST,6,5,24,6837,114,4585,2138,6463,5194,2715,2329,903,299,2618,0
0622050,LIVE OAK UNIF SCH DIST,6,5,24,40959,3721,29340,7898,46754,37442,22758,12772,7915,2026,21874,0
0623800,MARCUM ILLINOIS UNION ELEM SCHOOL DIST,6,5,24,4338,142,2893,1303,3335,3140,1681,1237,83,182,1629,0
0627750,NUESTRO ELEM SCH DIST,6,5,24,3289,209,2636,444,2661,2360,1448,889,83,171,1387,0
0630900,PLEASANT GROVE JT UNION ELEM SCH DIST,6,5,24,2323,56,1333,934,2372,2185,1283,885,102,157,1225,0
0609780,CORNING UNION ELEM SCH DIST,6,5,24,46692,7066,33277,6349,48084,36177,22533,11411,10856,1954,21794,0
0613170,EVERGREEN UNION ELEM SCH DIST,6,5,24,21754,1839,15272,4643,20890,19457,11634,6709,1145,1197,11151,0
0619860,KIRKWOOD ELEM SCH DIST,6,5,24,1808,79,1382,347,1985,1887,1103,688,67,103,1074,0
0632010,RED BLUFF UNION HIGH SCHOOL DIST,6,5,24,39584,3512,21027,15045,40772,34296,19363,13353,5233,1709,18662,0
0606510,BURNT RANCH ELEM SCH DIST,6,5,24,2971,526,1851,594,2289,2044,1209,665,186,85,1167,0
0619170,JUNCTION CITY ELEM SCHOOL DIST,6,5,24,2109,179,1385,545,1868,1419,791,518,417,72,777,0
0602010,ALPAUGH UNIFIED SCH DIST,6,5,24,9274,1349,6721,1204,9358,7887,4634,2762,1415,369,4491,0
0602220,ALTA VISTA ELEM SCH DIST,6,5,24,18923,2622,14877,1424,11905,9835,5662,3582,1984,520,5418,0
0611760,EARLIMART ELEM SCH DIST,6,5,24,45638,9617,31738,4283,47082,34370,17736,14450,12024,1391,16920,0
0600035,FARMERSVILLE UNIFIED SCHOOL DISTRICT,6,5,24,61055,10170,44894,5991,56856,52599,29510,20562,2895,2405,28233,0
0621570,LIBERTY ELEM SCH DIST,6,5,24,13555,931,10529,2095,10335,8728,6312,2416,1445,819,6078,0
0610350,CUTLER-OROSI UNIFIED SCH DIST,6,5,24,117408,24444,81347,11617,111737,77810,40055,32926,19888,3825,38215,0
0629670,PALO VERDE UNION ELEM SCH DIST,6,5,24,10027,638,7936,1453,9782,9403,6247,2696,327,502,6022,0
0631050,PLEASANT VIEW ELEM SCHOOL DIST,6,5,24,11934,3473,7860,601,12969,9017,5020,3503,3695,454,4824,0
0632430,RICHGROVE ELEM SCH DIST,6,5,24,19169,3664,13643,1862,13945,13003,7643,4570,823,498,7337,0
0637770,SPRINGVILLE UNION EL SCH DIST,6,5,24,6276,1367,3243,1666,5490,4842,3472,1171,530,329,3357,0
0638040,STONE CORRAL ELEM SCH DISTRICT,6,5,24,3541,566,2351,624,3104,2861,1506,1345,192,112,1467,0
0638430,SUNNYSIDE UN ELEM SCH DIST,6,5,24,9219,2288,5931,1000,9212,7414,4193,2812,1219,302,4057,0
0639300,TIPTON ELEM SCH DIST,6,5,24,14673,1678,11093,1902,12743,10162,6472,3159,2351,501,6210,0
0639930,TULARE JOINT UNION HIGH SCH DIST,6,5,24,137461,12814,89151,35496,137084,112573,60685,48027,17506,5673,57906,0
0641820,WAUKENA UN ELEM SCH DIST,6,5,24,5813,806,4383,624,6080,4444,2614,1524,1541,223,2541,0
0600064,PORTERVILLE UNIFIED SCHOOL DISTRICT,6,5,24,361423,52039,261233,48151,334343,277065,152916,107142,31244,13963,146267,0
0618690,JAMESTOWN ELEM SCH DIST,6,5,24,8769,1109,4393,3267,9231,7711,4723,2581,905,410,4563,0
0628270,OJAI UNIFIED SCH DIST,6,5,24,44252,2331,13895,28026,49349,33753,17043,15184,12231,2085,16543,0
0628170,OCEAN VIEW SCHOOL DISTRICT,6,5,24,55969,4362,37745,13862,51675,45018,25581,16460,3488,2107,24784,0
0635490,SANTA CLARA ELEM SCH DIST,6,5,24,991,41,607,343,1063,992,655,337,71,53,632,0
0601421,SANTA PAULA UNIFIED SCHOOL DISTRICT,6,5,24,125678,14357,82318,29003,127451,114154,68026,40947,7433,4808,65461,0
0609640,CONEJO VALLEY UNIFIED SCHOOL DISTRICT,6,5,24,311999,20873,108949,182177,319958,273047,174641,91155,29253,15999,169273,0
0624090,MARYSVILLE UNIF SCH DIST,6,5,24,245767,43801,145079,56887,226594,178933,94491,75564,34972,10337,90301,0
0642330,WHEATLAND SCHOOL DISTRICT,6,5,24,28185,3674,19686,4825,30108,29760,15525,13351,228,1333,14907,0
0600067,CARUTHERS UNIFIED SCHOOL DISTRICT,6,5,24,39048,4498,26200,8350,40202,30976,16688,12325,7725,1531,16040,0
0600068,GOLDEN VALLEY UNIFIED SCHOOL DISTRICT,6,5,24,65653,2316,42727,20610,43583,39000,21094,16276,2782,2774,20172,0
0635600,SANTA CRUZ CITY HIGH SCHOOL DISTRICT,6,5,24,1668,41,876,751,1393,1393,888,505,0,4504,827,0
0601394,SOUTHWEST TRANSPORTATION AGENCY,6,5,24,6928,0,1079,5849,5667,5667,0,5667,0,0,0,0
0691019,MENDOCINO CO SPL SCHS OPER BY CO SUPT,6,5,24,45941,6386,25292,14263,39813,26750,6638,20112,269,43,6471,0
0607170,CAMINO UNION ELEM,6,5,24,9006,2091,4204,2711,8385,7508,4364,2877,561,430,4173,0
0635250,SANGER UNIF SCH DIST,6,5,24,302495,41045,200235,61215,310825,232051,134347,88015,59804,13250,128657,0
0607980,CENTRAL UNION ELEMENTARY SCHOOL DISTRICT,6,5,24,43800,16335,24572,2893,39108,35299,21351,12398,3341,1596,20284,0
0631320,POMONA UNIFIED SCHOOL DISTRICT,6,5,24,685944,134493,403495,147956,668157,494317,275647,198933,91079,20966,267925,0
0633720,ROUND VALLEY UNIFIED SCH DIST,6,5,24,13532,3441,7205,2886,12455,11329,6654,4148,804,450,6460,0
0611870,EASTERN SIERRA UNIFIED SCHOOL DIST,6,5,24,16022,1448,2602,11972,14928,13369,6806,5983,712,368,6561,0
0614730,FULLERTON ELEM SCH DIST,6,5,24,224831,12589,112440,99802,218680,202799,124210,70427,9199,11439,118492,0
0630210,PERRIS UNION HIGH SCHOOL DIST,6,5,24,264645,20403,137178,107064,281972,227930,131369,89599,32327,11973,126186,0
