rpopall_24,state,distid,name,stabrev,saepov5_17rv_24,rpop5_17v_24
34073,13,3270,Lee County School District,GA,763,6589
58669,13,3300,Liberty County School District,GA,2807,11116
8049,13,3330,Lincoln County School District,GA,254,1147
20439,13,3360,Long County School District,GA,734,4090
64913,13,3390,Lowndes County School District,GA,1897,12769
36016,13,3420,Lumpkin County School District,GA,566,4289
11831,13,3450,Macon County School District,GA,524,1499
32771,13,3480,Madison County School District,GA,891,5594
62711,13,3510,Marietta City School District,GA,1085,8278
7635,13,3540,Marion County School District,GA,374,1179
21764,13,3570,McDuffie County School District,GA,1174,3941
11800,13,3600,McIntosh County School District,GA,346,1301
21439,13,3630,Meriwether County School District,GA,790,3210
5824,13,3660,Miller County School District,GA,279,1036
17052,13,3690,Mitchell County School District,GA,895,2896
31437,13,3720,Monroe County School District,GA,641,5084
8431,13,3750,Montgomery County School District,GA,373,1264
21940,13,3780,Morgan County School District,GA,539,3653
41316,13,3840,Murray County School District,GA,1275,7157
201830,13,3870,Muscogee County School District,GA,6926,35103
123968,13,3930,Newton County School District,GA,4294,23289
44751,13,3960,Oconee County School District,GA,404,9136
16172,13,3990,Oglethorpe County School District,GA,449,2618
188549,13,4020,Paulding County School District,GA,3120,35839
29213,13,4050,Peach County School District,GA,1154,4504
3277,13,4080,Pelham City School District,GA,247,660
36502,13,4110,Pickens County School District,GA,622,5024
20669,13,4140,Pierce County School District,GA,789,3741
20669,13,4170,Pike County School District,GA,342,3639
44610,13,4200,Polk County School District,GA,1625,8209
10180,13,4220,Pulaski County School District,GA,336,1271
23383,13,4260,Putnam County School District,GA,737,3322
2323,13,4290,Quitman County School District,GA,123,313
17711,13,4320,Rabun County School District,GA,351,2126
6085,13,4350,Randolph County School District,GA,332,963
206303,13,4380,Richmond County School District,GA,8977,33885
97615,13,4410,Rockdale County School District,GA,3037,17350
38997,13,4440,Rome City School District,GA,1689,6773
4503,13,4470,Schley County School District,GA,147,763
14325,13,4500,Screven County School District,GA,638,2184
9274,13,4530,Seminole County School District,GA,426,1311
5691,13,4540,Social Circle City School District,GA,161,1086
70292,13,2520,Spalding County School District,GA,3043,11875
27498,13,4560,Stephens County School District,GA,933,4429
4905,13,4590,Stewart County School District,GA,135,448
28972,13,4620,Sumter County School District,GA,2347,4778
5755,13,4650,Talbot County School District,GA,221,716
1620,13,4680,Taliaferro County School District,GA,82,224
24273,13,4770,Tattnall County School District,GA,1142,3577
7783,13,4800,Taylor County School District,GA,304,1085
11000,13,4830,Telfair County School District,GA,442,1346
8698,13,4860,Terrell County School District,GA,581,1455
27064,13,4890,Thomas County School District,GA,999,4759
18990,13,4950,Thomasville City School District,GA,931,3297
41708,13,4980,Tift County School District,GA,1997,7593
16659,13,5040,Toombs County School District,GA,949,3188
13184,13,5070,Towns County School District,GA,227,1275
6420,13,5100,Treutlen County School District,GA,309,1038
1987,13,5130,Trion City School District,GA,99,442
71513,13,1,Troup County School District,GA,2819,12737
9023,13,5190,Turner County School District,GA,622,1623
7728,13,5220,Twiggs County School District,GA,334,1099
27601,13,5250,Union County School District,GA,460,3161
28358,13,5280,Upson County School District,GA,1205,4752
57169,13,5310,Valdosta City School District,GA,2729,9083
10964,13,5340,Vidalia City School District,GA,722,2055
66331,13,5370,Walker County School District,GA,1652,10492
104185,13,5390,Walton County School District,GA,2277,18499
36222,13,5430,Ware County School District,GA,2369,6598
5148,13,5460,Warren County School District,GA,307,788
19834,13,5490,Washington County School District,GA,918,3141
32132,13,5550,Wayne County School District,GA,1507,5876
2219,13,5580,Webster County School District,GA,68,263
7076,13,5640,Wheeler County School District,GA,249,783
29668,13,5670,White County School District,GA,635,4165
69888,13,5700,Whitfield County School District,GA,2324,12832
8904,13,5730,Wilcox County School District,GA,372,1234
9567,13,5760,Wilkes County School District,GA,460,1438
8667,13,5790,Wilkinson County School District,GA,445,1405
20262,13,5850,Worth County School District,GA,1272,3302
1446146,15,30,Hawaii Department of Education,HI,23219,216723
3619,16,30,Aberdeen School District 58,ID,66,806
7702,16,60,American Falls Joint School District 381,ID,256,1668
164,16,90,Arbon Elementary School District 383,ID,1,37
350,16,150,Avery School District 394,ID,18,45
4092,16,180,Basin School District 72,ID,54,484
6588,16,240,Bear Lake County School District 33,ID,149,1286
24259,16,270,Blackfoot School District 55,ID,736,4908
25261,16,300,Blaine County School District 61,ID,210,3580
798,16,330,Bliss Joint School District 234,ID,26,184
229700,16,360,Boise City Independent School District 1,ID,2433,30377
63312,16,930,Bonneville Joint School District 93,ID,1185,15294
14040,16,420,Boundary County School District 101,ID,401,2436
2493,16,450,Bruneau-Grand View Joint School District 365,ID,72,414
10080,16,480,Buhl Joint School District 412,ID,236,1795
2650,16,490,Butte County Joint School District 111,ID,73,466
42614,16,510,Caldwell School District 132,ID,1195,7771
1247,16,540,Camas County School District 121,ID,21,191
1406,16,570,Cambridge Joint School District 432,ID,31,190
2813,16,630,Cascade School District 422,ID,36,295
25440,16,660,Cassia County Joint School District 151,ID,718,5710
1407,16,690,Castleford School District 417,ID,41,278
3316,16,720,Challis Joint School District 181,ID,65,386
794,16,750,Clark County School District 161,ID,24,114
95154,16,780,Coeur d'Alene School District 271,ID,1233,14826
2770,16,810,Cottonwood Joint School District 242,ID,44,450
2568,16,840,Council School District 13,ID,42,308
955,16,870,Culdesac Joint School District 342,ID,28,126
756,16,900,Dietrich School District 314,ID,47,162
21857,16,1020,Emmett Independent School District 221,ID,570,3655
8552,16,1050,Filer School District 413,ID,175,1872
4464,16,1080,Firth School District 59,ID,101,960
13144,16,1110,Fremont County Joint School District 215,ID,238,2182
10556,16,1140,Fruitland School District 373,ID,225,2107
2670,16,1170,Garden Valley School District 71,ID,38,292
2004,16,1200,Genesee Joint School District 282,ID,23,416
2669,16,1230,Glenns Ferry Joint School District 192,ID,66,467
7191,16,1260,Gooding Joint School District 231,ID,180,1341
2292,16,1290,Grace Joint School District 148,ID,96,516
2574,16,1380,Hagerman Joint School District 233,ID,48,376
2164,16,1410,Hansen School District 415,ID,34,409
1516,16,1440,Highland Joint School District 305,ID,32,215
6951,16,1470,Homedale Joint School District 370,ID,177,1262
1814,16,1500,Horseshoe Bend School District 73,ID,53,221
67140,16,1530,Idaho Falls School District 91,ID,1392,13216
30035,16,1570,Jefferson County Joint School District 251,ID,545,7294
22771,16,1590,Jerome Joint School District 261,ID,594,4909
4159,16,1620,Kamiah Joint School District 304,ID,123,581
9384,16,1650,Kellogg Joint School District 391,ID,202,1414
1843,16,1680,Kendrick Joint School District 283,ID,40,271
9401,16,1710,Kimberly School District 414,ID,135,2307
2332,16,1740,Kootenai Joint School District 274,ID,25,303
39154,16,1770,Kuna Joint School District 3,ID,511,7449
38940,16,2,Lake Pend Oreille School District 84,ID,628,5899
36584,16,1800,Lakeland Joint School District 272,ID,383,6411
3407,16,1830,Lapwai School District 341,ID,69,627
37342,16,1860,Lewiston Independent School District 340,ID,567,5845
1491,16,1900,Mackay Joint School District 182,ID,53,247
51090,16,1920,Madison School District 321,ID,957,6295
7255,16,1950,Marsh Valley Joint School District 21,ID,107,1455
4810,16,1980,Marsing Joint School District 363,ID,110,899
10092,16,2030,McCall-Donnelly Joint School District 421,ID,124,1510
1786,16,2060,Meadows Valley School District 11,ID,42,223
3962,16,2070,Melba Joint School District 136,ID,78,781
271271,16,2100,Meridian Joint School District 2,ID,2945,49529
24980,16,2130,Middleton School District 134,ID,350,5435
723,16,2160,Midvale School District 433,ID,14,98
23655,16,2190,Minidoka County Joint School District 331,ID,498,4946
31310,16,2220,Moscow School District 281,ID,338,3926
26846,16,2250,Mountain Home School District 193,ID,589,4540
10984,16,139,Mountain View School District 244,ID,283,1680
759,16,2280,Mullan School District 392,ID,55,116
1289,16,2310,Murtaugh Joint School District 418,ID,18,308
112972,16,2340,Nampa School District 131,ID,2289,21097
5631,16,2370,New Plymouth School District 372,ID,148,1161
989,16,2400,Nezperce Joint School District 302,ID,34,209
794,16,2430,North Gem School District 149,ID,37,151
1971,16,2460,Notus School District 135,ID,49,378
4935,16,2490,Oneida County School District 351,ID,118,1036
9286,16,2520,Orofino Joint School District 171,ID,175,1052
6327,16,2550,Parma School District 137,ID,120,1273
11608,16,2580,Payette Joint School District 371,ID,362,1917
120,16,2610,Pleasant Valley Elementary School District 364,ID,1,20
4513,16,815,Plummer-Worley Joint School District 44,ID,113,786
83754,16,2640,Pocatello School District 25,ID,1579,15424
51977,16,2670,Post Falls School District 273,ID,783,9490
3654,16,2700,Potlatch School District 285,ID,36,652
88,16,2730,Prairie Elementary School District 191,ID,1,4
12482,16,960,Preston Joint School District 201,ID,160,2638
1012,16,2760,Richfield School District 316,ID,22,193
3141,16,2790,Ririe Joint School District 252,ID,66,718
571,16,2820,Rockland School District 382,ID,14,151
1601,16,138,Salmon River School District 243,ID,31,183
7565,16,2850,Salmon School District 291,ID,179,1040
11333,16,2910,Shelley Joint School District 60,ID,261,2600
3542,16,2940,Shoshone Joint School District 312,ID,63,636
8505,16,2970,Snake River School District 52,ID,276,1957
4671,16,3000,Soda Springs Joint School District 150,ID,77,978
707,16,3030,South Lemhi School District 292,ID,24,114
7637,16,3060,St. Maries Joint School District 41,ID,199,1175
5714,16,3090,Sugar-Salem Joint School District 322,ID,226,1479
983,16,3120,Swan Valley Elementary School District 92,ID,5,121
12932,16,3180,Teton County School District 401,ID,187,2010
88,16,3210,Three Creek Joint Elementary School District 416,ID,1,9
2194,16,9,Troy School District 287,ID,25,403
63659,16,3240,Twin Falls School District 411,ID,1387,11748
3117,16,3270,Valley School District 262,ID,78,682
64298,16,600,Vallivue School District 139,ID,1159,12973
4533,16,3300,Wallace School District 393,ID,129,699
9627,16,3330,Weiser School District 431,ID,250,1656
5526,16,3360,Wendell School District 232,ID,168,1108
14718,16,1,West Bonner County School District 83,ID,332,2107
2564,16,3400,West Jefferson School District 253,ID,93,705
2862,16,3420,West Side Joint School District 202,ID,103,732
1970,16,10,Whitepine Joint School District 288,ID,42,351
3887,16,3480,Wilder School District 133,ID,92,725
2421,17,105,A-C Central Community Unit School District 262,IL,37,377
5553,17,1413,Abingdon-Avon Community Unit School District 276,IL,143,938
36203,17,3150,Addison School District 4,IL,320,3804
66105,17,32580,Adlai E. Stevenson High School District 125,IL,147,4611
757,17,3210,Akin Community Consolidated School District 91,IL,16,85
1384,17,3270,Albers School District 63,IL,3,166
3060,17,3300,Alden-Hebron School District 19,IL,40,470
883,17,3420,Allen Township Community Consolidated School District 65,IL,7,108
1013,17,3450,Allendale Community Consolidated School District 17,IL,15,186
16465,17,3480,Alsip-Hazelgreen-Oaklawn School District 126,IL,270,1735
4874,17,3510,Altamont Community Unit School District 10,IL,89,913
45987,17,3600,Alton Community Unit School District 11,IL,990,6898
2204,17,3660,Alwood Community Unit School District 225,IL,29,330
4701,17,3690,Amboy Community Unit School District 272,IL,80,759
7028,17,3750,Anna Community Consolidated School District 37,IL,132,710
11083,17,3780,Anna Jonesboro Community High School District 81,IL,81,553
1971,17,3810,Annawan Community Unit School District 226,IL,21,317
23844,17,3840,Antioch Community Consolidated School District 34,IL,165,2975
45064,17,3870,Antioch Community High School District 117,IL,115,2531
20111,17,3900,Aptakisic-Tripp Community Consolidated School District,IL,109,2245
12254,17,3930,Arbor Park School District 145,IL,189,1215
4536,17,3960,Arcola Consolidated Unit School District 306,IL,88,895
6007,17,3990,Argenta-Oreana Community Unit School District 1,IL,108,1002
40111,17,4020,Argo Community High School District 217,IL,385,1990
50766,17,4140,Arlington Heights School District 25,IL,222,6258
1292,17,4230,Armstrong Township High School District 225,IL,6,85
794,17,4200,Armstrong-Ellis Consolidated School District 61,IL,6,76
9739,17,4260,Arthur Community Unit School District 305,IL,205,1922
1821,17,4340,Ashley Community Consolidated School District 15,IL,16,169
3494,17,4380,Ashton-Franklin Center CUSD 275,IL,57,583
1742,17,4440,Astoria Community Unit School District 1,IL,36,272
5410,17,4470,Athens Community Unit School District 213,IL,75,946
7430,17,4560,Atwood Heights School District 125,IL,100,746
6552,17,4620,Auburn Community Unit School District 10,IL,65,1172
68734,17,4680,Aurora East Unit School District 131,IL,2086,12611
74693,17,4710,Aurora West Unit School District 129,IL,1246,12088
2957,17,4740,Aviston School District 21,IL,10,386
6512,17,4800,Avoca School District 37,IL,38,784
29169,17,4920,Ball-Chatham Community Unit School District 5,IL,198,5096
2223,17,4950,Bannockburn School District 106,IL,11,241
45099,17,5050,Barrington Community Unit School District 220,IL,352,8716
1159,17,5160,Bartelso School District 57,IL,1,143
2023,17,5190,Bartonville School District 66,IL,41,225
31923,17,5220,Batavia Unit School District 101,IL,225,6086
21328,17,10,Beach Park Community Consolidated School District 3,IL,318,2510
7520,17,5310,Beardstown Community Unit School District 15,IL,233,1399
2361,17,5460,Beecher City Community Unit School District 20,IL,32,330
6908,17,5430,Beecher Community Unit School District 200U,IL,85,1184
8144,17,5580,Belle Valley School District 119,IL,184,970
36060,17,5610,Belleville School District 118,IL,672,3602
103181,17,5640,Belleville Township High School District 201,IL,650,5210
21636,17,5760,Bellwood School District 88,IL,509,2423
44303,17,5790,Belvidere Consolidated Unit School District 100,IL,763,7813
2124,17,5820,Bement Community Unit School District 5,IL,43,291
6807,17,5880,Benjamin School District 25,IL,21,717
20015,17,5910,Bensenville School District 2,IL,175,2005
9682,17,5950,Benton Community Consolidated School District 47,IL,232,1060
12165,17,5970,Benton Consolidated High School District 103,IL,115,668
21960,17,6000,Berkeley School District 87,IL,427,2503
25102,17,6060,Berwyn North School District 98,IL,599,3079
31140,17,6090,Berwyn South School District 100,IL,543,3579
14944,17,6120,Bethalto Consolidated Unit School District 8,IL,238,2539
1252,17,6180,Bethel School District 82,IL,25,145
15908,17,6270,Big Hollow School District 38,IL,109,1794
4428,17,6390,Bismarck-Henning Consolidated Unit School District,IL,81,853
59493,17,6420,Bloom Township High School District 206,IL,805,3642
13877,17,6450,Bloomingdale School District 13,IL,44,1261
42927,17,6480,Bloomington School District 87,IL,791,5984
4772,17,3,Blue Ridge Community Unit School District 18,IL,63,720
2984,17,1417,Bluford Unit School District 318,IL,49,429
12959,17,17730,Bond County Community Unit School District 2,IL,200,1640
23489,17,6750,Bourbonnais School District 53,IL,339,2735
1254,17,6840,Braceville School District 75,IL,17,134
1413,17,6880,Bradford Community Unit School District 1,IL,35,264
11418,17,6930,Bradley School District 61,IL,256,1242
38853,17,6960,Bradley-Bourbonnais Consolidated High School District 307,IL,242,2072
7175,17,7010,Breese School District 12,IL,66,777
89370,17,7050,Bremen Community High School District 228,IL,886,5206
3799,17,7200,Brimfield Community Unit School District 309,IL,30,715
11043,17,7320,Brookfield Lagrange Park SD 95,IL,60,1328
635,17,23640,Brooklyn Community Unit School District 188,IL,60,127
10233,17,16950,Brookwood School District 167,IL,265,1108
6301,17,27300,Brown County Community Unit School District 1,IL,79,765
2124,17,7440,Brownstown Community Unit School District 201,IL,67,384
1073,17,102,Brussels Community Unit School District 42,IL,13,137
713,17,7740,Buncombe Consolidated School District 43,IL,11,94
3941,17,7770,Bunker Hill Community Unit School District 8,IL,62,604
30167,17,36810,Burbank School District 111,IL,781,3512
6039,17,125,Bureau Valley Community Unit School District 340,IL,105,985
1479,17,7860,Burnham School District 154-5,IL,41,175
4013,17,7950,Bushnell-Prairie City Community Unit School District 170,IL,132,663
5193,17,7980,Butler School District 53,IL,11,473
7531,17,8010,Byron Community Unit School District 226,IL,102,1429
14883,17,8040,Cahokia Community Unit School District 187,IL,1202,3254
1700,17,8070,Cairo Community Unit School District 1,IL,116,275
2936,17,18180,Calhoun Community Unit School District 40,IL,43,470
10471,17,41520,Calumet City School District 155,IL,325,1186
9775,17,8130,Calumet Public School District 132,IL,288,1014
2825,17,8160,Cambridge Community Unit School District 227,IL,42,422
15919,17,8280,Canton Union School District 66,IL,359,2163
1519,17,8310,Carbon Cliff-Barstow School District 36,IL,64,217
32504,17,8370,Carbondale Community High School District 165,IL,283,1249
23463,17,8340,Carbondale Elementary School District 95,IL,557,1760
8822,17,8430,Carlinville Community Unit School District 1,IL,168,1307
9407,17,8460,Carlyle Community Unit School District 1,IL,115,1169
8253,17,8500,Carmi-White County Community Unit School District 5,IL,247,1374
2669,17,8580,Carrier Mills-Stonefort Community Unit School District,IL,109,409
3859,17,8610,Carrollton Community Unit School District 1,IL,67,644
12407,17,8640,Carterville Community Unit School District 5,IL,224,2236
3953,17,1385,Carthage Elementary School District 317,IL,56,430
22472,17,8730,Cary Community Consolidated School District 26,IL,133,2604
5247,17,2,Casey-Westfield Community Unit School District 4C,IL,97,843
8509,17,8790,Cass School District 63,IL,46,808
11679,17,8970,Center Cass School District 66,IL,45,1112
4454,17,9100,Central A & M Community Unit School District 21,IL,76,725
4931,17,8220,Central CUSD 3,IL,112,923
2089,17,9180,Central City School District 133,IL,47,238
16841,17,4770,Central Community High School District 71,IL,42,975
22518,17,7830,Central Community Unit School District 301,IL,138,4444
5730,17,10410,Central Community Unit School District 4,IL,64,938
6575,17,9170,Central School District 104,IL,84,699
9501,17,9150,Central School District 51,IL,40,1374
2890,17,37860,Central Stickney School District 110,IL,57,355
19591,17,9300,Centralia High School District 200,IL,204,1105
12552,17,9270,Centralia School District 135,IL,342,1385
2143,17,39630,Century Community Unit School District 100,IL,63,312
2888,17,9330,Cerro Gordo Community Unit School District 100,IL,41,481
2721,17,9400,Chadwick-Milledgeville Community Unit School District 399,IL,34,422
104306,17,9420,Champaign Community Unit School District 4,IL,1864,12908
6942,17,9510,Chaney-Monge School District 88,IL,67,480
10479,17,9540,Channahon School District 17,IL,55,1272
22807,17,9600,Charleston Community Unit School District 1,IL,385,2833
9124,17,9810,Chester Community Unit School District 139,IL,170,1074
789,17,333,Chester Non-High School District 122,IL,6,41
2866,17,9850,Chester-East Lincoln Community CSD 61,IL,25,283
21711,17,9960,Chicago Heights School District 170,IL,763,2859
2698006,17,9930,Chicago Public School District 299,IL,79140,378975
13280,17,9990,Chicago Ridge School District 127-5,IL,439,1373
4610,17,217,Christopher Community Unit School District 99,IL,166,761
84155,17,10200,Cicero School District 99,IL,2452,11746
1640,17,10290,Cissna Park Community Unit School District 6,IL,17,257
2124,17,10340,Clay City Community Unit District 10,IL,52,338
11314,17,10440,Clinton Community Unit School District 15,IL,213,1802
11785,17,10530,Coal City Community Unit School District 1,IL,127,2085
3196,17,10570,Cobden School Unit District 17,IL,92,493
46479,17,10650,Collinsville Community Unit School District 10,IL,813,6771
3615,17,10690,Colona School District 190,IL,39,325
13427,17,10740,Columbia Community Unit School District 4,IL,61,2352
26102,17,39030,Community Consolidated School District 146,IL,341,2485
9403,17,35460,Community Consolidated School District 168,IL,433,1374
6594,17,30510,Community Consolidated School District 180,IL,118,697
3458,17,31560,Community Consolidated School District 204,IL,10,175
65920,17,13770,Community Consolidated School District 59,IL,812,6437
34503,17,10470,Community Consolidated School District 93,IL,215,3306
97912,17,11370,Community High School District 155,IL,275,6021
116832,17,6540,Community High School District 218,IL,1030,6028
40848,17,40440,Community High School District 94,IL,133,2086
112691,17,12570,Community High School District 99,IL,214,5450
81079,17,42180,Community Unit School District 200,IL,574,13842
120846,17,8550,Community Unit School District 300,IL,1547,20439
4221,17,25590,Community Unit School District 4,IL,72,744
156400,17,8400,Consolidated High School District 230,IL,1153,8977
28085,17,6510,Cook County School District 130,IL,619,3018
986,17,10860,Cornell Community Consolidated School District 426,IL,21,117
1412,17,10980,Coulterville Unit School District 1,IL,38,234
12249,17,11010,Country Club Hills School District 160,IL,466,1514
6394,17,36600,County of Winnebago SD 320,IL,177,1115
16266,17,25770,County of Woodford School,IL,38,982
2220,17,176,Cowden-Herrick Community Unit School District 3A,IL,40,340
2521,17,11100,Crab Orchard Community Unit School District 3,IL,41,418
954,17,323,Crescent Iroquois Community Unit School District 249,IL,8,136
918,17,11220,Creston Community Consolidated School District 161,IL,10,112
33553,17,11250,Crete-Monee Community Unit School District 201-U,IL,798,5073
5575,17,11290,Creve Coeur School District 76,IL,94,541
63972,17,11350,Crystal Lake Community Consolidated School District 47,IL,446,7693
5948,17,39090,Cumberland Community Unit School District 77,IL,124,985
993,17,11520,Cypress School District 64,IL,13,104
4740,17,11610,Dakota Community Unit School District 201,IL,72,798
1718,17,1388,Dallas Elementary School District 327,IL,44,158
719,17,11700,Dalzell School District 98,IL,5,72
907,17,11730,Damiansville School District 62,IL,5,103
33980,17,11790,Danville Community Consolidated School District 118,IL,2056,5737
16003,17,21450,Darien School District 61,IL,100,1468
1907,17,12150,De Soto Consolidated School District 86,IL,57,226
49010,17,12000,DeKalb Community Unit School District 428,IL,1143,6831
1306,17,12030,DeLand-Weldon Community Unit School District 57,IL,33,221
61588,17,11850,Decatur School District 61,IL,2648,9571
5722,17,11880,Deer Creek-Mackinaw Community Unit School District 701,IL,54,1080
673,17,11910,Deer Park Community Consolidated School District 82,IL,3,53
21443,17,11980,Deerfield School District 109,IL,65,2934
2515,17,12060,Delavan Community Unit School District 703,IL,39,461
1681,17,12090,Depue Community Unit School District 103,IL,42,313
52193,17,12120,Des Plaines Community Consolidated School District 62,IL,621,4646
9024,17,12210,Diamond Lake School District 76,IL,88,922
2670,17,12240,Dieterich Community Unit School District 30,IL,43,578
1536,17,1434,Dimmick Community Consolidated School District 175,IL,19,164
6638,17,41010,District 50 Schools,IL,81,690
22053,17,12330,Dixon Unit School District 170,IL,376,2973
18772,17,12450,Dolton School District 148,IL,753,2181
27458,17,12420,Dolton School District 149,IL,922,3004
1722,17,12480,Dongola School Unit District 66,IL,63,285
1871,17,12510,Donovan Community Unit School District 3,IL,35,315
54125,17,12540,Downers Grove Grade School District 58,IL,173,5856
8743,17,12760,Du Quoin Community Unit School District 300,IL,236,1346
82832,17,13940,DuPage High School District 88,IL,256,3844
26242,17,12700,Dunlap Community Unit School District 323,IL,341,5645
6303,17,12720,Dupo Community Unit School District 196,IL,155,967
3872,17,12810,Durand Community Unit School District 322,IL,51,617
4848,17,12840,Dwight Common School District 232,IL,70,478
5123,17,12870,Dwight Township High School District 230,IL,33,278
2512,17,12930,Earlville Community Unit School District 9,IL,49,395
7412,17,12960,East Alton School District 13,IL,132,704
12978,17,12990,East Alton-Wood River Community High School District 14,IL,87,614
2675,17,1411,East Coloma-Nelson Consolidated Elementary School District 20,IL,35,254
4086,17,13050,East Dubuque Community Unit School District 119,IL,51,627
46898,17,13140,East Maine School District 63,IL,608,3918
26764,17,13170,East Moline School District 37,IL,563,3011
24345,17,13230,East Peoria Community High School District 309,IL,115,1118
17458,17,13240,East Peoria School District 86,IL,194,1716
4701,17,13260,East Prairie School District 73,IL,69,495
26451,17,13320,East St. Louis School District 189,IL,1702,4546
4379,17,7,Eastland Community Unit School District 308,IL,85,752
2078,17,13370,Edgar County Community Unit District 6,IL,38,278
1866,17,13410,Edinburg Community Unit School District 4,IL,31,303
5373,17,13500,Edwards County Community Unit School District 1,IL,100,919
54678,17,13530,Edwardsville Community Unit School District 7,IL,384,8729
20119,17,13560,Effingham Community Unit School District 40,IL,335,3248
2182,17,13590,Egyptian Community Unit School District 5,IL,78,336
6974,17,326,El Paso-Gridley Community Unit School District 11,IL,68,1307
6397,17,13660,Eldorado Community Unit School District 4,IL,225,912
19935,17,36300,Elementary School District 159,IL,394,1959
48568,17,13970,Elmhurst School District 205,IL,190,9344
3890,17,14050,Elmwood Community Unit School District 322,IL,50,750
24130,17,14100,Elmwood Park Community Unit School District 401,IL,459,3498
2826,17,13860,Elverado Community Unit School District 196,IL,70,461
3648,17,14160,Elwood Community Consolidated School District 203,IL,26,343
